category,orientation,taskOrientation,stimfile,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,text.started,text.stopped,image.started,image.stopped,fixCrossR_2.started,fixCrossR_2.stopped,fixCrossR_4.started,fixCrossR_4.stopped,fixCrossR_3.started,fixCrossR_3.stopped,cat.started,cat.stopped,turtle.started,turtle.stopped,auto.started,auto.stopped,hand.started,hand.stopped,farleft.started,farleft.stopped,farright.started,farright.stopped,nearleft.started,nearleft.stopped,nearright.started,nearright.stopped,kb.keys,kb.rt,kb.started,kb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
cat,2,1,stim//cat2.png,0,2,2,2,2,0,2,0,,,16.532089899999846,None,16.532089899999846,None,16.68239790000007,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,2,1,stim//cat2.png,0,2,2,2,,,,,,,,,,,,,16.93252559999928,None,16.93252559999928,None,16.93252559999928,None,16.93252559999928,None,16.93252559999928,None,16.93252559999928,None,16.93252559999928,None,16.93252559999928,None,16.93252559999928,None,1,0.49924320000172884,16.93252559999928,None,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,2,0,stim//cat2.png,0,3,3,3,0,0,0,0,,,20.03521980000005,None,20.03521980000005,None,20.185535900000104,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,2,0,stim//cat2.png,0,3,3,3,1,0,1,0,,,20.535178399999495,None,20.535178399999495,None,20.685306800000035,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,2,0,stim//cat2.png,0,3,3,3,2,0,2,0,,,21.035927599999923,None,21.035927599999923,None,21.18584699999883,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,2,0,stim//cat2.png,0,3,3,3,,,,,,,,,,,,,21.436133899998822,None,21.436133899998822,None,21.436133899998822,None,21.436133899998822,None,21.436133899998822,None,21.436133899998822,None,21.436133899998822,None,21.436133899998822,None,21.436133899998822,None,2,0.267402100002073,21.436133899998822,None,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,1,stim//cat3.png,0,4,4,4,0,0,0,0,,,24.53887399999985,None,24.53887399999985,None,24.688844099999187,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,1,stim//cat3.png,0,4,4,4,1,0,1,0,,,25.039033999999447,None,25.039033999999447,None,25.189408599999297,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,1,stim//cat3.png,0,4,4,4,2,0,2,0,,,25.523762999999235,None,25.523762999999235,None,25.690740399999413,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,1,stim//cat3.png,0,4,4,4,,,,,,,,,,,,,25.940609699999186,None,25.940609699999186,None,25.940609699999186,None,25.940609699999186,None,25.940609699999186,None,25.940609699999186,None,25.940609699999186,None,25.940609699999186,None,25.940609699999186,None,7,0.35487520000060613,25.940609699999186,None,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,0,stim//cat3.png,0,5,5,5,0,0,0,0,,,29.042566500000248,None,29.042566500000248,None,29.192376299999523,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,0,stim//cat3.png,0,5,5,5,1,0,1,0,,,29.54300449999937,None,29.54300449999937,None,29.69327169999997,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,0,stim//cat3.png,0,5,5,5,2,0,2,0,,,30.043120199999976,None,30.043120199999976,None,30.193472899998596,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,3,0,stim//cat3.png,0,5,5,5,,,,,,,,,,,,,30.443652399999337,None,30.443652399999337,None,30.443652399999337,None,30.443652399999337,None,30.443652399999337,None,30.443652399999337,None,30.443652399999337,None,30.443652399999337,None,30.443652399999337,None,None,,30.443652399999337,None,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,4,1,stim//cat4.png,0,6,6,6,0,0,0,0,,,33.52941949999877,None,33.52941949999877,None,33.67943860000014,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,4,1,stim//cat4.png,0,6,6,6,1,0,1,0,,,34.015763899999,None,34.015763899999,None,34.18017529999997,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,4,1,stim//cat4.png,0,6,6,6,2,0,2,0,,,34.515042099999846,None,34.515042099999846,None,34.680537000000186,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,4,1,stim//cat4.png,0,6,6,6,,,,,,,,,,,,,34.930756499999916,None,34.930756499999916,None,34.930756499999916,None,34.930756499999916,None,34.930756499999916,None,34.930756499999916,None,34.930756499999916,None,34.930756499999916,None,34.930756499999916,None,None,,34.930756499999916,None,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,4,0,stim//cat4.png,0,7,7,7,0,0,0,0,,,38.03432259999863,None,38.03432259999863,None,38.1834334999985,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
cat,4,0,stim//cat4.png,0,7,7,7,1,0,1,0,,,38.53445659999852,None,38.53445659999852,None,38.683592899998985,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h52.14.535,untitled,2022.1.4,59.92491408230624,
,,,,,,,,,,,,,,39.03400749999855,None,39.03400749999855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
