category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,delete.thisRepN,delete.thisTrialN,delete.thisN,delete.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,babyloop.thisRepN,babyloop.thisTrialN,babyloop.thisN,babyloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,cue.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,bResponse.started,fixCross_2.started,text1_2.started,text2_2.started,text3_2.started,text4_2.started,text5_2.started,text6_2.started,text7_2.started,text8_2.started,kb_2.started,num1_2.started,num2_2.started,num3_2.started,num4_2.started,key_resp_2.started,bResponse.stopped,kb_2.keys,kb_2.rt,kb_2.duration,key_resp_2.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,0,2,2,2,1,0,1,0,16.44995880004717,,,,,,,,,,,,,,,16.33421250001993,16.44995880004717,16.44995880004717,16.70051749999402,16.70051749999402,16.684332800039556,16.6843627000344,16.70051749999402,17.117362099990714,16.934523400035687,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,0,2,2,2,2,0,2,0,17.117362099990714,,,,,,,,,,,,,,,16.934768500039354,17.117362099990714,17.117362099990714,17.367483900045045,17.367483900045045,17.351561599993147,17.35158539999975,17.367483900045045,17.635166799998842,17.601361100038048,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.618132700037677,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,17.635166799998842,20.60440470004687,1,2.5307917000027373,None,None,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,0,3,3,3,0,0,0,0,21.73794810002437,,,,,,,,,,,20.60558160004439,20.620179800025653,21.73794810002437,21.6048667000141,21.60552090004785,21.73794810002437,21.73794810002437,21.988229000009596,21.988229000009596,21.971747100003995,21.971759500040207,21.988229000009596,22.33865250000963,22.22242579999147,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,0,3,3,3,1,0,1,0,22.33865250000963,,,,,,,,,,,,,,,22.22285090002697,22.33865250000963,22.33865250000963,22.58870120003121,22.58870120003121,22.572304900037125,22.57231880002655,22.58870120003121,23.005593200039584,22.822754300024826,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,0,3,3,3,2,0,2,0,23.005593200039584,,,,,,,,,,,,,,,22.82317079999484,23.005593200039584,23.005593200039584,23.255939700000454,23.255939700000454,23.239793699991424,23.2398186000064,23.255939700000454,23.539463800028898,23.490109600010328,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.511100800009444,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,23.539463800028898,40.120467700005975,4,16.560521800012793,None,None,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,0,4,4,4,0,0,0,0,41.23732670000754,,,,,,,,,,,40.12169689999428,40.13652749999892,41.23732670000754,41.12118620000547,41.12185820000013,41.23732670000754,41.23732670000754,41.48756239999784,41.48756239999784,41.47156309999991,41.47157900000457,41.48756239999784,41.83774520002771,41.721772900025826,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,0,4,4,4,1,0,1,0,41.83774520002771,,,,,,,,,,,,,,,41.722023400012404,41.83774520002771,41.83774520002771,42.0882363000419,42.0882363000419,42.07198380003683,42.07200740004191,42.0882363000419,42.5051827999996,42.322299399995245,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,0,4,4,4,2,0,2,0,42.5051827999996,,,,,,,,,,,,,,,42.32271949999267,42.5051827999996,42.5051827999996,42.75524920003954,42.75524920003954,42.73906710004667,42.73908060003305,42.75524920003954,43.038938700046856,42.98968739999691,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.01294109999435,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,43.038938700046856,45.9922760000336,3,0.2870402000262402,None,None,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
