category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trialstest.thisRepN,trialstest.thisTrialN,trialstest.thisN,trialstest.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,testcancel.thisRepN,testcancel.thisTrialN,testcancel.thisN,testcancel.thisIndex,thisRow.t,notes,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,accCheck.started,text_18.started,text_19.started,accCheck.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
horse,1,stim//ori2.png,stim//horse1.png,full left,full right,slight right,slight left,shoe,horse,car,turtle,False,2.955,,,,,0,11,11,11,0,0,0,0,,,,,79.5396141000092,,,,,,,,,78.39014060000773,78.4061628000054,79.38987899999483,79.39094360001036,79.5396141000092,79.5396141000092,79.78966020001099,79.78966020001099,79.77360059999046,79.77362049999647,79.78966020001099,80.17472310000448,80.02365360001568,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
horse,1,stim//ori2.png,stim//horse1.png,full left,full right,slight right,slight left,shoe,horse,car,turtle,False,2.955,,,,,0,11,11,11,1,0,1,0,,,,,80.17472310000448,,,,,,,,,,,,80.0241997000121,80.17472310000448,80.17472310000448,80.42559709999477,80.42559709999477,80.41148000000976,80.41151020000689,80.42559709999477,80.906747800007,80.65977810000186,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
horse,1,stim//ori2.png,stim//horse1.png,full left,full right,slight right,slight left,shoe,horse,car,turtle,False,2.955,,,,,0,11,11,11,2,0,2,0,,,,,80.906747800007,,,,,,,,,,,,80.66030049999245,80.906747800007,80.906747800007,81.1562513000099,81.1562513000099,81.13997779999045,81.14000790001592,81.1562513000099,81.44017350001377,81.390332400013,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
horse,1,stim//ori2.png,stim//horse1.png,full left,full right,slight right,slight left,shoe,horse,car,turtle,False,2.955,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.39051729999483,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,81.44017350001377,84.39317600001232,1,1.2476078000036068,None,84.39624110001023,84.40939469999284,84.40939469999284,85.39291140000569,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori2.png,stim//turtle3.png,horse,turtle,shoe,car,full left,full right,slight right,slight left,True,2.609,,,,,0,12,12,12,0,0,0,0,,,,,86.54115880001336,,,,,,,,,85.39344119999441,85.40961979998974,86.39283419999992,86.39392830000725,86.54115880001336,86.54115880001336,86.79269679999561,86.79269679999561,86.77818470000057,86.77820309999515,86.79269679999561,87.17416150000645,87.02670660000877,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori2.png,stim//turtle3.png,horse,turtle,shoe,car,full left,full right,slight right,slight left,True,2.609,,,,,0,12,12,12,1,0,1,0,,,,,87.17416150000645,,,,,,,,,,,,87.02705930001684,87.17416150000645,87.17416150000645,87.42596150000463,87.42596150000463,87.41189340001438,87.41192210000008,87.42596150000463,87.90659160001087,87.66019960000995,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori2.png,stim//turtle3.png,horse,turtle,shoe,car,full left,full right,slight right,slight left,True,2.609,,,,,0,12,12,12,2,0,2,0,,,,,87.90659160001087,,,,,,,,,,,,87.66071840000222,87.90659160001087,87.90659160001087,88.15619239999796,88.15619239999796,88.1403052000096,88.14032340000267,88.15619239999796,88.44015629999922,88.39035970001714,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori2.png,stim//turtle3.png,horse,turtle,shoe,car,full left,full right,slight right,slight left,True,2.609,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.39051699999254,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,88.44015629999922,91.4061961999978,3,0.7635795999958646,None,91.40857120000874,91.42269400000805,91.42269400000805,92.40635599999223,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//obj2.png,stim//turtle1.png,full right,full left,slight left,slight right,turtle,horse,car,shoe,False,2.491,,,,,0,13,13,13,0,0,0,0,,,,,93.55649590000394,,,,,,,,,92.40671730000759,92.42254299999331,93.40635940001812,93.40744780001114,93.55649590000394,93.55649590000394,93.80927870000596,93.80927870000596,93.7952013000031,93.7952246000059,93.80927870000596,94.19238019999466,94.04341750001186,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//obj2.png,stim//turtle1.png,full right,full left,slight left,slight right,turtle,horse,car,shoe,False,2.491,,,,,0,13,13,13,1,0,1,0,,,,,94.19238019999466,,,,,,,,,,,,94.04377610000665,94.19238019999466,94.19238019999466,94.44259550000424,94.44259550000424,94.42856860000757,94.42859860000317,94.44259550000424,94.92266630000086,94.6767162999895,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//obj2.png,stim//turtle1.png,full right,full left,slight left,slight right,turtle,horse,car,shoe,False,2.491,,,,,0,13,13,13,2,0,2,0,,,,,94.92266630000086,,,,,,,,,,,,94.6770666000084,94.92266630000086,94.92266630000086,95.17273170000408,95.17273170000408,95.15642990000197,95.15644900000188,95.17273170000408,95.45661369999289,95.40669820000767,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//obj2.png,stim//turtle1.png,full right,full left,slight left,slight right,turtle,horse,car,shoe,False,2.491,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.40685689999373,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,95.45661369999289,98.40947330000927,2,1.3459039999870583,None,98.41144180000992,98.42586079999455,98.42586079999455,99.40933829999994,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//ori2.png,stim//shoe1.png,full left,slight right,slight left,full right,shoe,turtle,horse,car,False,2.607,,,,,0,14,14,14,0,0,0,0,,,,,100.57303649999085,,,,,,,,,99.40989889999037,99.43979390000459,100.42335170001024,100.42445290001342,100.57303649999085,100.57303649999085,100.82624389999546,100.82624389999546,100.81166900001699,100.81169299999601,100.82624389999546,101.22322189999977,101.05990759999258,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//ori2.png,stim//shoe1.png,full left,slight right,slight left,full right,shoe,turtle,horse,car,False,2.607,,,,,0,14,14,14,1,0,1,0,,,,,101.22322189999977,,,,,,,,,,,,101.06043549999595,101.22322189999977,101.22322189999977,101.47260310000274,101.47260310000274,101.45650960001512,101.45653230001335,101.47260310000274,101.95601749999332,101.70656409999356,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//ori2.png,stim//shoe1.png,full left,slight right,slight left,full right,shoe,turtle,horse,car,False,2.607,,,,,0,14,14,14,2,0,2,0,,,,,101.95601749999332,,,,,,,,,,,,101.70711000001756,101.95601749999332,101.95601749999332,102.20592890001717,102.20592890001717,102.19017509999685,102.1901935999922,102.20592890001717,102.49014129998977,102.44013249999261,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//ori2.png,stim//shoe1.png,full left,slight right,slight left,full right,shoe,turtle,horse,car,False,2.607,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.44029349999619,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,102.49014129998977,105.45593600001303,1,0.9175047999888193,None,105.45788940001512,105.47245490000932,105.47245490000932,106.45611570001347,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//ori1.png,stim//turtle1.png,car,shoe,turtle,horse,slight left,slight right,full left,full right,True,2.469,,,,,0,15,15,15,0,0,0,0,,,,,107.60565010001301,,,,,,,,,106.45650590001605,106.47253160001128,107.45597070001531,107.45705319999252,107.60565010001301,107.60565010001301,107.85577699998976,107.85577699998976,107.84011069999542,107.8401404999895,107.85577699998976,108.24099980000756,108.0899725999916,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//ori1.png,stim//turtle1.png,car,shoe,turtle,horse,slight left,slight right,full left,full right,True,2.469,,,,,0,15,15,15,1,0,1,0,,,,,108.24099980000756,,,,,,,,,,,,108.0905172000057,108.24099980000756,108.24099980000756,108.49226060000365,108.49226060000365,108.47758969999268,108.47761960001662,108.49226060000365,108.97239539999282,108.72579880000558,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//ori1.png,stim//turtle1.png,car,shoe,turtle,horse,slight left,slight right,full left,full right,True,2.469,,,,,0,15,15,15,2,0,2,0,,,,,108.97239539999282,,,,,,,,,,,,108.72615070000757,108.97239539999282,108.97239539999282,109.22247780000907,109.22247780000907,109.20656650001183,109.20659640000667,109.22247780000907,109.50598740001442,109.45665690000169,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,1,stim//ori1.png,stim//turtle1.png,car,shoe,turtle,horse,slight left,slight right,full left,full right,True,2.469,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.45681460000924,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,109.50598740001442,112.45923579999362,3,2.1214398000156507,None,112.46218940001563,112.47562430001562,112.47562430001562,113.45920599999954,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//obj2.png,stim//shoe1.png,full left,slight right,full right,slight left,car,shoe,horse,turtle,False,2.481,,,,,0,16,16,16,0,0,0,0,,,,,114.62286400000448,,,,,,,,,113.45957999999519,113.48965150001459,114.47305560001405,114.47412699999404,114.62286400000448,114.62286400000448,114.87553680001292,114.87553680001292,114.86134999999194,114.86136919999262,114.87553680001292,115.27246400000877,115.10969949999708,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//obj2.png,stim//shoe1.png,full left,slight right,full right,slight left,car,shoe,horse,turtle,False,2.481,,,,,0,16,16,16,1,0,1,0,,,,,115.27246400000877,,,,,,,,,,,,115.11007620001328,115.27246400000877,115.27246400000877,115.52253710001241,115.52253710001241,115.5065506999963,115.50658240000485,115.52253710001241,116.00573229999281,115.75640849999036,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//obj2.png,stim//shoe1.png,full left,slight right,full right,slight left,car,shoe,horse,turtle,False,2.481,,,,,0,16,16,16,2,0,2,0,,,,,116.00573229999281,,,,,,,,,,,,115.75695480001741,116.00573229999281,116.00573229999281,116.25572350001312,116.25572350001312,116.23992680001538,116.2399665999983,116.25572350001312,116.5391377999913,116.4897609000036,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,1,stim//obj2.png,stim//shoe1.png,full left,slight right,full right,slight left,car,shoe,horse,turtle,False,2.481,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.48988189999363,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,116.5391377999913,119.50591030000942,2,0.7930142999975942,None,119.50864549999824,119.52207330000238,119.52207330000238,120.50590610000654,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,4,stim//ori2.png,stim//car4.png,full right,slight left,slight right,full left,turtle,shoe,horse,car,False,2.723,,,,,0,17,17,17,0,0,0,0,,,,,121.65572470001644,,,,,,,,,120.50644299999112,120.52227600000333,121.50580300000729,121.50698979999288,121.65572470001644,121.65572470001644,121.90557649999391,121.90557649999391,121.88961939999717,121.88964599999599,121.90557649999391,122.29140360001475,122.13985589999356,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,4,stim//ori2.png,stim//car4.png,full right,slight left,slight right,full left,turtle,shoe,horse,car,False,2.723,,,,,0,17,17,17,1,0,1,0,,,,,122.29140360001475,,,,,,,,,,,,122.14042310000514,122.29140360001475,122.29140360001475,122.54202409999561,122.54202409999561,122.52786979998928,122.52789960001246,122.54202409999561,123.02224749999004,122.77553330000956,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,4,stim//ori2.png,stim//car4.png,full right,slight left,slight right,full left,turtle,shoe,horse,car,False,2.723,,,,,0,17,17,17,2,0,2,0,,,,,123.02224749999004,,,,,,,,,,,,122.77588000000105,123.02224749999004,123.02224749999004,123.27231339999707,123.27231339999707,123.25597880000714,123.25599770000554,123.27231339999707,123.5561003999901,123.50656030001119,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,4,stim//ori2.png,stim//car4.png,full right,slight left,slight right,full left,turtle,shoe,horse,car,False,2.723,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.50673660001485,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,123.5561003999901,126.50902369999676,1,2.3349173000024166,None,126.5120551,126.52538659999846,126.52538659999846,127.50893539999379,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,shoe,car,horse,turtle,full left,full right,slight right,slight left,True,2.711,,,,,0,18,18,18,0,0,0,0,,,,,128.67285669999546,,,,,,,,,127.50949570001103,127.53953060001368,128.52293500001542,128.52377440000419,128.67285669999546,128.67285669999546,128.9253849000088,128.9253849000088,128.91083420001087,128.91086329999962,128.9253849000088,129.3221315999981,129.15954680001596,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,shoe,car,horse,turtle,full left,full right,slight right,slight left,True,2.711,,,,,0,18,18,18,1,0,1,0,,,,,129.3221315999981,,,,,,,,,,,,129.160108400014,129.3221315999981,129.3221315999981,129.57211199999438,129.57211199999438,129.55645629999344,129.55648600001587,129.57211199999438,130.05556539999088,129.80627229998936,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,shoe,car,horse,turtle,full left,full right,slight right,slight left,True,2.711,,,,,0,18,18,18,2,0,2,0,,,,,130.05556539999088,,,,,,,,,,,,129.8067987000104,130.05556539999088,130.05556539999088,130.30543770000804,130.30543770000804,130.28959460000624,130.28961860001436,130.30543770000804,130.58877269999357,130.53951719999895,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,shoe,car,horse,turtle,full left,full right,slight right,slight left,True,2.711,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.53969239999424,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,130.58877269999357,133.5556310999964,1,1.057261500012828,None,133.55802130000666,133.57200859999284,133.57200859999284,134.55546020000475,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,2,stim//obj1.png,stim//turtle2.png,horse,car,shoe,turtle,slight right,slight left,full left,full right,True,2.713,,,,,0,19,19,19,0,0,0,0,,,,,135.70522289999644,,,,,,,,,134.55581799999345,134.57211199999438,135.5555452000117,135.55663090001326,135.70522289999644,135.70522289999644,135.9554061999952,135.9554061999952,135.93950120001682,135.93953219999094,135.9554061999952,136.3423732999945,136.18950060001225,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,2,stim//obj1.png,stim//turtle2.png,horse,car,shoe,turtle,slight right,slight left,full left,full right,True,2.713,,,,,0,19,19,19,1,0,1,0,,,,,136.3423732999945,,,,,,,,,,,,136.1900670999894,136.3423732999945,136.3423732999945,136.5913816000102,136.5913816000102,136.5769733999914,136.57699239999056,136.5913816000102,137.072026800015,136.8254292999918,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,2,stim//obj1.png,stim//turtle2.png,horse,car,shoe,turtle,slight right,slight left,full left,full right,True,2.713,,,,,0,19,19,19,2,0,2,0,,,,,137.072026800015,,,,,,,,,,,,136.82577719999244,137.072026800015,137.072026800015,137.32199399999809,137.32199399999809,137.30612850000034,137.30615330001456,137.32199399999809,137.59089809999568,137.55617640001583,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,2,stim//obj1.png,stim//turtle2.png,horse,car,shoe,turtle,slight right,slight left,full left,full right,True,2.713,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.55634060001466,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,137.59089809999568,140.55828530000872,4,1.0557771000021603,None,140.56032260000939,140.57471280000755,140.57471280000755,141.55811310000718,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,car,shoe,horse,turtle,full left,slight left,full right,slight right,True,2.601,,,,,0,20,20,20,0,0,0,0,,,,,142.72297510001226,,,,,,,,,141.55867329999455,141.58855020001647,142.57207500000368,142.57289499999024,142.72297510001226,142.72297510001226,142.974701500003,142.974701500003,142.96022700000321,142.96024790001684,142.974701500003,143.37194219999947,143.20846860000165,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,car,shoe,horse,turtle,full left,slight left,full right,slight right,True,2.601,,,,,0,20,20,20,1,0,1,0,,,,,143.37194219999947,,,,,,,,,,,,143.20885029999772,143.37194219999947,143.37194219999947,143.62210390000837,143.62210390000837,143.60595510000712,143.6059743000078,143.62210390000837,144.1054726000002,143.8561561999959,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,car,shoe,horse,turtle,full left,slight left,full right,slight right,True,2.601,,,,,0,20,20,20,2,0,2,0,,,,,144.1054726000002,,,,,,,,,,,,143.85651330000837,144.1054726000002,144.1054726000002,144.35535090000485,144.35535090000485,144.33940530000837,144.33943490000092,144.35535090000485,144.63888270000461,144.5894849000033,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,car,shoe,horse,turtle,full left,slight left,full right,slight right,True,2.601,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.58964280001237,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,144.63888270000461,147.59218100001453,3,1.4069232000038028,None,147.59441419999348,147.6083351999987,147.6083351999987,148.59201590000885,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//ori1.png,stim//shoe4.png,horse,turtle,shoe,car,slight right,full right,slight left,full left,True,2.319,,,,,0,21,21,21,0,0,0,0,,,,,149.75791980000213,,,,,,,,,148.59243109999807,148.62246529999538,149.60589040000923,149.6066376999952,149.75791980000213,149.75791980000213,150.0083333000075,150.0083333000075,149.9940404999943,149.99406009999802,150.0083333000075,150.40541880001547,150.24256440001773,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.40541880001547,,,,,,,,,,,,150.2430272999918,150.40541880001547,150.40541880001547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
